id,price,brand,model,processor,ram memory,display size,storage capacity,cpu cores,graphics card,rating,reviews,name
a7807bbb6f,105000,msi,Laptop GF63,5.0,8,15.6,512,6,3050.0,0.0,0,"MSI Laptop GF63 Thin 10UC (10th Gen Core i5-10500H | 8GB DDR4 | 512GB SSD | NVIDIA RTX 3050-4GB | Gaming Keyboard | 15.6"" FHD IPS 144Hz | Win 10 Home)"
6240d8954b,208888,asus,TUF Gaming,9.0,16,15.6,1024,8,4050.0,0.0,0,"ASUS TUF Gaming A15 FA507XU - 7TH, AMD Ryzen™ 9 7940HS, 16 GB RAM, 1 TB G4 SSD, NVIDIA® GeForce RTX™ 4050, 15.6-inch FHD 144 Hz Display, Win 11, Backpack, Mouse, 2 yrs warranty - Nagmani International"
5f060ef263,120000,msi,GF63 Thin,7.0,8,15.6,512,6,1650.0,0.0,0,MSI GF63 Thin 10SC | 10th Gen Core i7-10750H | 8GB RAM | 512GB NVMe SSD | NVIDIA GTX 1650-4GB | Win 10 | Light Weight
80955899cb,275000,apple,MacBook Air,7.5,16,13.6,1024,8,2800.0,0.0,0,"Apple MacBook Air (13.6 inch M2, 2022) Apple M2 Chip with 8C CPU, 10C GPU, 16GB RAM, 1TB SSD - EvoStore"
ea56d0f860,75000,hp,15 EF2126,5.0,8,15.6,256,6,,0.0,0,HP 15-EF2126 RYZEN 5 5500U 8GB RAM 256 GB SSD AMD Radeon Graphic 15.6’’ FHD Edge To Edge Display
f58e99cf0f,68000,dell,Vostro 15,5.0,8,15.6,512,10,1500.0,0.0,0,"Dell Vostro 15 3520 Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD | Intel UHD Graphics Card | 15.6"" FHD Display"
36a2f7a714,418000,dell,XPS 15,7.0,32,15.6,1024,8,4050.0,0.0,0,Dell XPS 15 9530 - i7 13700H | 32GB | 1TB SSD | NVIDIA RTX 4050 6GB | Backlit Keyboard | Touch | 3.5K | Office | 2 Years Warranty
a90d955283,68000,acer,Swift 3,7.0,8,14.0,512,6,,0.0,0,Acer Swift 3 AMD Ryzen 7 5700U 8GB Ram 512GB SSD 14 inch FHD Display AMD Radeon Graphic
9edbb4a134,182000,asus,ZenBook 14,7.0,16,14.0,512,4,,0.0,0,"Asus ZenBook 14 UX435EG I7 11th Gen / MX450 / 16GB RAM / 512GB SSD / ScreenPad / 14"" FHD Touch Display"
142674d1e7,220000,asus,TUF Gaming,9.0,16,15.6,1024,8,4060.0,0.0,0,"ASUS TUF Gaming A15 FA507XV - AMD Ryzen™ 9 7940HS, 16 GB RAM, 1 TB SSD, NVIDIA® GeForce RTX™ 4060, 15.6-inch FHD Display, Win 11, Backpack, Mouse, 2 yrs warranty - Nagmani International"
4acc884ad8,113000,msi,Laptop GF63,5.0,8,15.6,512,6,3050.0,0.0,0,"MSI Laptop GF63 Thin 11UC ( 11th Gen Core i5- 11400H | 8GB RAM | 512 SSD | RTX 3050 4GB | 15.6"" FHD IPS | Gaming Keyboard | Win 10)"
998c45a480,159900,asus,TUF Gaming,7.0,16,15.6,512,8,3050.0,0.0,0,"ASUS TUF Gaming F15 FX506HEB / i7 11th Gen 11800H / RTX 3050 TI / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display - Grey"
302f1052dc,185500,dell,Inspiron 16,7.0,16,16.0,512,8,2050.0,0.0,0,Dell Inspiron 16 5630 - i7 1360P | 16GB | 512SSD | NVIDIA RTX 2050 4GB GDDR6 | FHD | Backlit Keyboard | Fingerprint | 2 Years Warranty
d194c37e40,79990,dell,Latitude 3420,5.0,8,14.0,512,4,,0.0,0,"Dell Latitude 3420 Core i5 1135G7 11th Gen/8 GB RAM/512 GB NVME/14"" FHD/ Win 11 Professional Genuine/ Business Series"
8114a3cf8f,210000,asus,TUF Dash,7.0,16,15.6,1024,10,3070.0,0.0,0,"ASUS TUF Dash F15 FX517ZR - (i7-12th Gen 12650H/ RTX 3070 8GB / 16GB RAM / 1TB SSD / 15.6"" FHD 144Hz Display/ Color-Grey /Genuine Windows 11 /Bagpack / Mouse/2 Years International Warranty / Nagmani International"
b4cffd5d96,155000,msi,Laptop Pulse,7.0,16,15.6,512,8,3050.0,0.0,0,"MSI Laptop Pulse GL66 11UCK ( 11th Gen i7-11800H | 16GB DDR4 | 512GB SSD | NVIDIA RTX 3050-4GB GDDR6 | RGB Keyboard | 15.6"" FHD 100% sRGB | Win 10)"
ea51e8081a,89900,msi,Laptop GF63,5.0,8,15.6,512,6,1650.0,0.0,0,"MSI Laptop GF63 Thin 10SC (10th Gen Core i5-10500H | 8GB DDR4 | 512GB SSD | NVIDIA GTX 1650-4GB | Gaming Keyboard | 15.6"" FHD IPS | Win 10 Home)"
7035d688cb,130000,msi,Laptop Katana,5.0,16,15.6,512,6,3050.0,0.0,0,"MSI Laptop Katana GF66 11UC (11th Gen Intel Core i5- 11400H | 16GB DDR4 | 512GB SSD | NVIDIA RTX 3050 4GB | Gaming Keyboard | 15.6"" FHD 144Hz | Win 10"
d397ad88d6,180800,msi,Cyborg 15,7.0,16,15.6,512,16,4050.0,0.0,0,"MSI Cyborg 15 AI A1VEK Gaming Laptop (Intel Ultra 7 | 16GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 4050 6GB | RGB Keyboard | Win 11 Home)"
e7c5e0ffd5,189900,dell,Inspiron G15,7.0,16,15.6,512,8,,0.0,0,Dell Inspiron G15 5515 AMD Ryzen 7 5800H 16GB 512SSD NVIDIA RTX 3050TI 4GB GDDR6 FHD Win 11
b87cbb6d4d,259000,apple,MacBook Pro,8.5,8,14.0,512,8,,0.0,0,"Apple MacBook Pro (14-Inch, M3, 2023) 8C CPU - 10C GPU, 8GB, 512GB - EvoStore"
6327077804,119990,hp,EliteBook 835,7.0,16,13.3,512,8,2000.0,0.0,0,"HP EliteBook 835 G8 /AMD Ryzen™ 7 PRO 5850U/512GB SSD/16GB RAM/13.3"" FHD TOUCHSCREEN /WIN10 Pro"
f9213da77b,218000,apple,MacBook Air,8.5,8,13.6,512,8,,0.0,0,"Apple MacBook Air (13-inch, M3) 8C-CPU, 10C-GPU, 8GB RAM, 512GB SSD - EvoStore"
58daeeeda3,123600,msi,Cyborg 15,5.0,16,15.6,512,8,3050.0,0.0,0,"MSI Cyborg 15 A12UC Gaming Laptop (12th Gen Core i5 | 16GB RAM | 512GB Gen4 SSD | 15.6"" FHD 144Hz | NVIDIA RTX 3050 4GB | Win 11 Home)"
4e55ab06d1,104444,asus,Vivobook X1502Za,5.0,8,15.6,512,6,,0.0,0,"Asus Vivobook X1502Za-Bq496W - 12Th I5 15.6 Inch,8Gb/512Gb,Intel Core I5"
b3f7026dcb,263500,asus,ROG Strix,7.0,16,15.6,1024,14,4060.0,0.0,0,"Asus ROG Strix G16 G614JV Core i7 13650HX / RTX 4060 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year Warranty / ROG Bagpack / Mouse"
7c96a9b8ab,118888,asus,TUF Gaming,5.0,8,15.6,512,6,2050.0,0.0,0,"ASUS TUF Gaming F15 FX506HF - (i5-11th Gen 11400H/ RTX 2050 / 8GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display/ Color-Grey / Bagpack / Mouse \ Nagmani International"
3aff7f60d6,87000,acer,Aspire 5,5.0,8,15.6,512,4,,0.0,0,"Acer Aspire 5 2020 i5 11th Gen 8GB RAM 512GB SSD 15.6"" FHD Display / Backlight Keyboard"
38a9cfda2d,77990,acer,Aspire 5,5.0,8,15.6,256,10,,0.0,0,"Acer Aspire 5 Core i5 13th Gen/8GB RAM/256GB SSD/15.6"" FHD/Win 11"
3dac94fe7c,107490,lenovo,Ideapad V15,2.0,4,15.6,256,2,1500.0,0.0,0,"Lenovo Ideapad V15-IGL (Intel Core Celeron - N4020 Processor | 4GB RAM | 256GB SSD | Intel UHD Graphics 600 | 15.6"" HD Display)"
4b7f1fae06,244444,asus,ROG Strix,7.0,16,15.6,1024,14,4050.0,0.0,0,"Asus ROG Strix G16 2023 G614JU Core i7 13650HX / RTX 4050 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year Warranty / Bagpack / Mouse - Nagmani International"
e6bc48b542,382000,asus,ROG Strix,9.0,16,17.3,1024,24,4070.0,0.0,0,"Asus ROG Strix G18 2023 G814JI Core i9 13980HX / RTX 4070 / 16GB RAM / 1TB SSD / 18"" WUXGA 165Hz display // Nagmani International"
9f74587ba0,238888,asus,rog flow,9.0,16,13.3,1024,8,3050.0,0.0,0,"Asus rog flow x13 gv301qe gaming laptop (amd ryzen 9 5900hs 8-core, 16gb ram, 1tb ssd, rtx 3050 ti, 13.4"" wide uxga (1920x1200)"
70c8a333f5,157000,asus,TUF F15,7.0,16,15.6,512,1,1650.0,0.0,0,"Asus TUF F15 Gaming Laptop I7 10Th Gen 8 Core / GTX 1650ti / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display"
a431b19f91,138888,asus,Vivobook Flip,7.0,8,14.0,512,8,,0.0,0,"Asus Vivobook Flip Tn3402Qa-Lz128W - Touch - R7 - New 14 Inch,8Gb/512Gb,Ryzen 7"
842893bddd,382000,asus,ROG Strix,9.0,16,15.6,1024,24,4070.0,0.0,0,"Asus ROG Strix G16 G614JI Core i9 13980HX / RTX 4070 / 16GB RAM / 1TB SSD / 16"" WUXGA 165Hz display / 2 Year Warranty / ROG Backpack / Mouse / Nagmani International"
e75b067606,85000,hp,14z Laptop,5.0,8,14.0,256,6,,0.0,0,"HP 14z Laptop Ryzen 5 8GB RAM 256GB SSD 14"""
d08c0f2b65,238888,asus,TUF Gaming,7.0,16,15.6,1024,14,3060.0,0.0,0,"ASUS TUF Gaming F15 FX507ZM / i7 12700H / RTX 3060 6GB / 16GB RAM / 1TB SSD / 15.6"" WQHD 165Hz"
9355713399,136667,asus,TUF Gaming,7.0,8,15.6,512,8,2050.0,0.0,0,"ASUS TUF Gaming A15 - FA507RF - 15.6-inch FHD 144Hz, AMD Ryzen 7 6800H, RTX 2050 , 8GB DDR5 RAM, 512 GB NVMe SSD/Windows 11/ Bagpack/ Mouse \ Nagmani International"
